,play_id,play_type,play_description,play_description_short,away_score,home_score,quarter,seconds_remaining_in_quarter,clock_display_value,scoring_play,play_score_value,posteam,start_down,start_yards_to_go,start_yards_to_endzone,end_down,end_yards_to_go,end_yards_to_endzone,yards_gained
104,4014376882600,Passing Touchdown,"(7:34) (Shotgun) C.Streveler pass short middle to L.Cager for 34 yards, TOUCHDOWN. (Kick formation) PENALTY on ATL, Defensive Too Many Men on Field, 5 yards, enforced between downs. E.Pineiro extra point is GOOD, Center-T.Hennessy, Holder-B.Mann.","Lawrence Cager Pass From Chris Streveler for 34 Yds, E.Pineiro extra point is GOOD, Center-T.Hennessy, Holder-B.Mann.",16,10,3,446.0,7:26,True,6,NYJ,3,10,34,-1,10,15,34
105,4014376882670,Kickoff,"Penalty yardage enforced on the kickoff. E.Pineiro kicks 60 yards from NYJ 40 to end zone, Touchback.","Eddy Pineiro 60 Yd Kickoff, TB",16,10,3,446.0,7:26,False,0,NYJ,0,0,60,1,10,65,0
106,4014376882700,Pass Reception,(7:26) 15-F.Franks in at QB. F.Franks pass short right to M.Pruitt to ATL 36 for 11 yards (A.Davis).,Feleipe Franks  Pass Complete for 11 Yds to MyCole Pruitt,16,10,3,446.0,7:26,False,0,ATL,1,10,75,2,10,75,11
107,4014376882724,Rush,"(6:45) Q.Ollison left tackle to ATL 41 for 5 yards (I.Dunn, T.Smart).",Qadree Ollison 5 Yd Rush,16,10,3,405.0,6:45,False,0,ATL,1,10,64,2,10,59,5
108,4014376882749,Sack,(6:02) F.Franks sacked at ATL 33 for -8 yards (J.Marshall).,Feleipe Franks Sacked by Jonathan Marshall For 8 Yd Loss to ATL 33,16,10,3,362.0,6:02,False,0,ATL,2,5,59,3,4,67,-8
109,4014376882768,Pass Reception,(5:17) (Shotgun) F.Franks pass short left to Q.Ollison to ATL 30 for -3 yards (J.Marshall).,Feleipe Franks  Pass Complete for Loss of 3 Yds to Qadree Ollison,16,10,3,317.0,5:17,False,0,ATL,3,13,67,4,14,70,-3
110,4014376882792,Punt,"(4:39) B.Pinion punts 46 yards to NYJ 24, Center-L.McCullough, fair catch by C.Jackson.","Bradley Pinion 46 Yd Punt, Fair Catch by Calvin Jackson at NYJ 24",16,10,3,279.0,4:39,False,0,ATL,4,16,70,1,10,76,0
111,4014376882811,Penalty,"(4:31) Z.Knight left end to NYJ 26 for 2 yards (M.Hankins). PENALTY on NYJ-I.Williams, Offensive Holding, 10 yards, enforced at NYJ 24 - No Play.","Zonovan Knight 2 Yd Rush  , Isaiah Williams -10 Yd Penalty",16,10,3,271.0,4:31,False,0,NYJ,1,10,76,1,1,86,-10
112,4014376882843,Rush,(4:06) (Shotgun) C.Streveler scrambles up the middle to NYJ 21 for 7 yards (T.Andersen).,Chris Streveler 7 Yd Rush,16,10,3,246.0,4:06,False,0,NYJ,1,20,86,2,1,79,7
113,4014376882864,Pass Reception,(3:24) (Shotgun) C.Streveler pass short left to D.Mims to NYJ 32 for 11 yards (M.Hankins).,Chris Streveler  Pass Complete for 11 Yds to Denzel Mims,16,10,3,204.0,3:24,False,0,NYJ,2,13,79,3,1,68,11
114,4014376882888,Pass Reception,(2:49) (Shotgun) C.Streveler pass short right to T.Black to NYJ 44 for 12 yards (L.Pitts).,Chris Streveler  Pass Complete for 12 Yds to Tarik Black,16,10,3,169.0,2:49,False,0,NYJ,3,2,68,1,10,56,12
115,4014376882912,Pass Incompletion,(2:10) C.Streveler pass incomplete deep right to I.Charles.,"Chris Streveler Incomplete Pass, Int'd For Irvin Charles",16,10,3,130.0,2:10,False,0,NYJ,1,10,35,2,10,56,0
116,4014376882934,Rush,"(2:05) Z.Knight right guard to ATL 45 for 11 yards (H.Black, M.Hankins).",Zonovan Knight 11 Yd Rush,16,10,3,125.0,2:05,False,0,NYJ,2,10,56,1,10,45,11
117,4014376882955,Pass Reception,(1:26) C.Streveler pass short middle to I.Charles to ATL 39 for 6 yards (H.Black).,Chris Streveler  Pass Complete for 6 Yds to Irvin Charles,16,10,3,85.0,1:25,False,0,NYJ,1,10,45,2,7,39,6
118,4014376882979,Penalty,"(:47) C.Streveler pass short middle to I.Charles to ATL 26 for 13 yards (M.Hankins). NYJ-I.Charles was injured during the play.  PENALTY on NYJ-I.Charles, Offensive Pass Interference, 10 yards, enforced at ATL 39 - No Play.","Chris Streveler Pass for 13 Yds, Irvin Charles Pass From Chris Streveler for 13 Yds, Irvin Charles 1",16,10,3,47.0,0:47,False,0,NYJ,2,4,39,2,7,49,-10
119,4014376883014,Rush,(:26) (Shotgun) C.Streveler scrambles left end pushed ob at ATL 35 for 14 yards (T.Tabor).,Chris Streveler 14 Yd Rush,16,10,3,26.0,0:26,False,0,NYJ,2,14,49,3,10,36,14
120,4014376883043,End Period,END QUARTER 3,End Quarter 3,16,10,3,0.0,0:00,False,0,N/A,3,0,36,3,1,36,0
121,4014376883062,Penalty,"(15:00) (Shotgun) C.Streveler pass incomplete deep right to T.Black. NYJ-T.Black was injured during the play.  PENALTY on ATL-L.Pitts, Defensive Pass Interference, 28 yards, enforced at ATL 35 - No Play.","Chris Streveler Incomplete Pass, Int'd For Tarik Black , Lafayette Pitts 28 Yd Penalty",16,10,4,900.0,15:00,False,0,NYJ,1,10,35,1,10,7,28
122,4014376883098,Rushing Touchdown,"(14:54) L.Perine left end for 7 yards, TOUCHDOWN. G.Zuerlein extra point is GOOD, Center-T.Hennessy, Holder-B.Mann.","La'Mical Perine 7 Yd Rush, G.Zuerlein extra point is GOOD, Center-T.Hennessy, Holder-B.Mann.",16,17,4,889.0,14:49,True,6,NYJ,1,7,7,-1,10,15,7
123,4014376883136,Kickoff,B.Mann kicks 68 yards from NYJ 35 to ATL -3. J.Bernhardt to ATL 24 for 27 yards (D.Thomas).,"Braden Mann 68 Yd Kickoff , Jared Bernhardt 27 Yd Return",16,17,4,889.0,14:49,False,0,NYJ,0,0,65,1,4,76,27
124,4014376883158,Rush,(14:45) F.Franks scrambles right end pushed ob at ATL 28 for 4 yards (R.Wildgoose).,Feleipe Franks 4 Yd Rush,16,17,4,885.0,14:45,False,0,ATL,1,10,76,2,6,72,4
125,4014376883184,Rush,(14:03) T.Allgeier left guard to ATL 30 for 2 yards (J.Marshall; E.Riley).,Tyler Allgeier 2 Yd Rush,16,17,4,843.0,14:03,False,0,ATL,2,6,72,3,8,70,2
126,4014376883205,Rush,(13:21) F.Franks scrambles right end pushed ob at ATL 38 for 8 yards (R.Wildgoose).,Feleipe Franks 8 Yd Rush,16,17,4,801.0,13:21,False,0,ATL,3,4,70,1,8,63,8
127,4014376883231,Penalty,"(12:47) PENALTY on ATL-J.Shaffer, False Start, 5 yards, enforced at ATL 38 - No Play.",Justin Shaffer -5 Yd Penalty,16,17,4,767.0,12:47,False,0,ATL,1,10,62,1,8,67,-5
128,4014376883254,Penalty,"(12:47) T.Allgeier right end pushed ob at ATL 38 for 5 yards (J.Hardee). PENALTY on ATL-T.Vrabel, Offensive Holding, 10 yards, enforced at ATL 33 - No Play.","Tyler Allgeier 5 Yd Rush  , Tyler Vrabel -10 Yd Penalty",16,17,4,767.0,12:47,False,0,ATL,1,15,67,1,30,77,-10
129,4014376883291,Penalty,"(12:21) (Shotgun) T.Allgeier right guard to ATL 29 for 6 yards (D.Phillips, H.Nasirildeen). PENALTY on ATL, Illegal Shift, 5 yards, enforced at ATL 23 - No Play.","Tyler Allgeier 6 Yd Rush  , ATL -5 Yd Penalty",16,17,4,741.0,12:21,False,0,ATL,1,25,77,1,30,82,-5
130,4014376883323,Rush,(11:52) F.Franks scrambles up the middle to ATL 30 for 12 yards (H.Nasirildeen; D.Phillips).,Feleipe Franks 12 Yd Rush,16,17,4,712.0,11:52,False,0,ATL,1,30,82,2,18,70,12
131,4014376883344,Rush,(11:13) (Shotgun) F.Franks right end pushed ob at ATL 40 for 10 yards (E.Riley).,Feleipe Franks 10 Yd Rush,16,17,4,673.0,11:13,False,0,ATL,2,18,70,3,8,60,10
132,4014376883370,Timeout,Timeout #1 by ATL at 10:33.,Timeout #1 ATL,16,17,4,633.0,10:33,False,0,ATL,3,8,60,3,8,60,0
133,4014376883387,Sack,"(10:33) F.Franks sacked at ATL 31 for -9 yards (B.Anae). FUMBLES (B.Anae) [B.Anae], RECOVERED by NYJ-B.Anae at ATL 30. B.Anae for 30 yards, TOUCHDOWN. E.Pineiro extra point is GOOD, Center-T.Hennessy, Holder-B.Mann.",Bradlee Anae 30 Yd Fumble Recovery  Eddy Pineiro Made Ex. Pt,16,24,4,622.0,10:22,True,6,ATL,3,8,60,-1,10,15,30
